model,feature_type,accuracy,precision,recall,f1_score
logistic_regression,hybrid,0.9992352358022943,0.9988069198647842,0.9994031038599284,0.9991049229239185
random_forest,hybrid,0.999971675400085,1.0,0.9999336782066587,0.9999668380036478
xgboost,hybrid,0.999971675400085,1.0,0.9999336782066587,0.9999668380036478
